Index,Track Name,Artist Name,Album Name,Track Duration (ms),Play Count
409,FACE,BROCKHAMPTON,SATURATION,259000,303
410,The Weekend - Funk Wav Remix,"SZA, Calvin Harris",The Weekend (Funk Wav Remix),171805,201
411,FEEL.,Kendrick Lamar,DAMN. COLLECTORS EDITION.,214826,251
412,GOLD,BROCKHAMPTON,SATURATION,266000,311
413,To Me,Chet Faker,Built On Glass,314930,368
414,Trembling Hands,The Temper Trap,The Temper Trap,281680,330
415,Summertime Magic,Childish Gambino,Summer Pack,213600,250
416,you should see me in a crown,Billie Eilish,you should see me in a crown,180566,211
417,I Might Need Security,Chance the Rapper,I Might Need Security,240640,282
418,Say Yes to Life,Gang of Youths,Go Farther In Lightness,313000,366
419,Middle of the Night,Amy Shark,Love Monster,218480,256
420,Chocolate,The 1975,The 1975 (Deluxe Edition),224666,263
421,Love Me,The 1975,"I like it when you sleep, for you are so beautiful yet so unaware of it",222039,260
422,All I Do Is Think About You,POLOSHIRT,POLOSHIRT,211334,247
423,True Lovers,Holy Holy,Paint,259964,304
424,Is This How You Feel?,The Preatures,Blue Planet Eyes,214093,250
425,Hazey,Glass Animals,ZABA (Deluxe),265893,311
426,Bubblegum,Confidence Man,Confident Music for Confident People,208493,244
427,C.O.O.L. Party,Confidence Man,Confident Music for Confident People,218600,256
428,Better Sit Down Boy,Confidence Man,Confident Music for Confident People,204360,239
429,Hunger,Florence + The Machine,High As Hope,214666,251
430,Still Beating,Mac DeMarco,This Old Dog,181586,212
431,Angela,The Lumineers,Cleopatra,201785,236
432,Nothing's Gonna Hurt You Baby,Cigarettes After Sex,EP I.,286293,335
433,Gasoline,Alpine,A Is For Alpine,203933,239
434,Not About You,Haiku Hands,Not About You,202196,237
435,(Lover) You Don't Treat Me No Good - triple j Like A Version,Nick Murphy,(Lover) You Don't Treat Me No Good [triple j Like A Version],192146,225
436,1997 DIANA,BROCKHAMPTON,1997 DIANA,135766,159
437,Love My Way,The Psychedelic Furs,All Of This And Nothing,211573,248
438,Taxi’s Here,Tame Impala,Currents B-Sides & Remixes,287306,336
439,"Protect Your Gaze, Put Your Mind at Ease",Tate Smirnakos,"Protect Your Gaze, Put Your Mind at Ease",105130,123
440,Blue Ridge Mountains,Fleet Foxes,Fleet Foxes,265773,311
441,A Drop In The Ocean,Ron Pope,The Bedroom Demos,220239,258
442,Fancy Shoes,The Walters,Songs for Dads,134426,157
443,SKELETONS,Travis Scott,ASTROWORLD,145588,170
444,CAROUSEL,Travis Scott,ASTROWORLD,180182,211
445,Sex n' Drugs,"Abhi The Nomad, Harrison Sands, Copper King",Sex n' Drugs,217777,255
446,Pineapple Skies,Miguel,War & Leisure,281360,329
447,When I'm Down,"Whethan, Oliver Tree",When I'm Down,164680,193
448,Time,Gretta Ray,Time,229453,268
449,Be Kind to Yourself,Willow Beats,Be Kind to Yourself,266072,311
450,bitches broken hearts,Billie Eilish,bitches broken hearts,176471,206
451,Every Single Thing,HOMESHAKE,Fresh Air,155560,182
452,SICKO MODE,Travis Scott,ASTROWORLD,312820,366
453,Oakwood,Angus & Julia Stone,Snow,223120,261
454,Stevie Knicks,Girlyboi,Stevie Knicks,176639,207
455,24 / 7 / 365,Surfaces,Surf,177000,207
456,waves - Tame Impala Remix,"Miguel, Tame Impala",Rogue Waves,253346,296
457,Knees,Ocean Alley,Chiaroscuro,286785,336
458,Where This Flower Blooms (feat. Frank Ocean),"Tyler, The Creator, Frank Ocean",Flower Boy,194933,228
459,Self Control,Frank Ocean,Blonde,249667,292
460,Eleanor Rigby - Remastered 2015,The Beatles,1 (Remastered),125866,147
461,Here Comes The Sun - Remastered,The Beatles,Abbey Road (Remastered),185733,217
462,Dreams,Fleetwood Mac,Rumours,254453,298
463,Give A Little,Maggie Rogers,Give A Little,225512,264
464,Cappuccino City,Rolling Blackouts Coastal Fever,Hope Downs,174176,204
465,This Must Be the Place (Naive Melody) - 2005 Remaster,Talking Heads,Speaking in Tongues (Deluxe Version),296146,346
466,Bad Religion,Frank Ocean,channel ORANGE (Explicit Version),175453,205
467,The Morning,The Weeknd,Trilogy,312426,366
468,Heroes - 1999 Remaster,David Bowie,Heroes,370373,433
469,Things We Lost In The Fire,Bastille,Bad Blood,240746,282
470,Waiting,KIAN,Waiting,215688,252
471,Let It Happen - Soulwax Remix,"Tame Impala, Soulwax",Currents B-Sides & Remixes,556924,652
472,Free Mind,Tash Sultana,Free Mind,205612,241
473,Hawaiian Party,Cub Sport,BATS,242006,283
474,GUMMY,BROCKHAMPTON,SATURATION II,261000,305
475,Be with You,RÜFÜS DU SOL,Bloom,243117,284
476,hostage,Billie Eilish,dont smile at me,229425,268
477,Come Through and Chill (feat. J. Cole & Salaam Remi),"Miguel, J. Cole, Salaam Remi",War & Leisure,322000,377
478,Mustang,Skegss,Everyone Is Good At Something,183673,215
479,Perfect Places,Lorde,Melodrama,221874,260
480,Canberra Won't Be Calling Tonight,Client Liaison,Diplomatic Immunity,322766,378
481,If Only You Could Ease My Mind,Art of Sleeping,Shake Shiver,216408,253
482,Fitzpleasure,alt-J,An Awesome Wave,219386,257
483,Warm Foothills,alt-J,This Is All Yours,225013,263
484,Confidence (feat. Woodes),"Cosmo's Midnight, Woodes",What Comes Next,268797,314
485,1999 WILDFIRE,BROCKHAMPTON,1999 WILDFIRE,251250,294
486,Biking (Solo),Frank Ocean,Biking (Solo),212494,249
487,Mellow Marmalade,Tash Sultana,Flow State,232526,272
488,Cigarettes,Tash Sultana,Flow State,322715,378
489,Eventually,Tame Impala,Currents,318591,373
490,Second Hand Car,Kim Churchill,Weight_Falls,221493,259
491,I Think I Like When It Rains,Willis,Locals 2,278293,326
492,7,Catfish and the Bottlemen,The Ride,256306,300
493,When I Dream,San Cisco,When I Dream,190472,223
494,Hold,Vera Blue,Fingertips,246147,288
495,Weekend (feat. Miguel),"Mac Miller, Miguel",GO:OD AM,208080,243
496,The Long Road,Riley Pearce,Outside The Lines,225994,264
497,BOOGIE,BROCKHAMPTON,SATURATION III,193154,226
498,1998 TRUMAN,BROCKHAMPTON,1998 TRUMAN,245333,287
499,Go Your Own Way - 2004 Remaster,Fleetwood Mac,Rumours,223613,262
500,Landslide,Fleetwood Mac,Fleetwood Mac,199493,233
501,Television / So Far So Good,Rex Orange County,Apricot Princess,262600,307
502,All Night Long (All Night) - Single Version,Lionel Richie,Back To Front,258666,303
503,Girls Don't Cry,"Young Franco, Maribelle",Girls Don't Cry,211638,248
504,I Won't Let You Go,James Morrison,The Awakening,229303,268
505,Comfortably Numb,Pink Floyd,The Wall,382296,447
506,Give It Up,KC & The Sunshine Band,The Very Best of KC & the Sunshine Band,245800,288
507,Accidentally In Love,Counting Crows,Films About Ghosts: The Best Of...,188386,220
508,Far from the Tree,The Shamblés,Hungry Planet,198852,233
509,All Fired Up,Matt Corby,All Fired Up,270259,316
510,BERLIN,BROCKHAMPTON,iridescence,199013,233
511,TONYA,BROCKHAMPTON,iridescence,283000,331
512,SAN MARCOS,BROCKHAMPTON,iridescence,286706,335
513,I'm Good,Wafia,I'm Good,217136,254
514,WEIGHT,BROCKHAMPTON,iridescence,260093,304
515,NEW ORLEANS,BROCKHAMPTON,iridescence,243280,285
516,Scream Whole,Methyl Ethel,Scream Whole,252424,295
517,Graceful,Tyne-James Organ,Graceful,226756,265
518,Get It Together,"Drake, Black Coffee, Jorja Smith",More Life,250337,293
519,Tints (feat. Kendrick Lamar),"Anderson .Paak, Kendrick Lamar",Tints (feat. Kendrick Lamar),268400,314
520,Porcelain,Red Hot Chili Peppers,Californication,163706,192
521,The Festival Song,"PEZ, 360, Hailey Cramer",A Mind Of My Own,261573,306
522,Slice of Heaven,Dave Dobbyn,Beside You,277266,324
523,Californication,Red Hot Chili Peppers,Californication (Deluxe Edition),329733,386
524,Scar Tissue,Red Hot Chili Peppers,Californication (Deluxe Edition),215906,253
525,By the Way,Red Hot Chili Peppers,By the Way (Deluxe Edition),216933,254
526,Girls and Boys,Blur,Blur: The Best Of,259386,303
527,The Overpass,Gang of Youths,The Positions,449506,526
528,Picket Fence,Homebrand,Picket Fence,294775,345
529,when the party's over,Billie Eilish,when the party's over,199931,234
530,Bollywood,Dreamgirl,Dreamgirl,216224,253
531,Wash It All Away,San Cisco,Gracetown,218774,256
532,Gold,Kiiara,Gold,225882,264
533,Mild Conversation,Crepes,Channel Four,222698,261
534,Don't Stop (Color on the Walls),Foster The People,Torches,174920,205
535,Time After Time,Stella Donnelly,Countdown : Live At The Sydney Opera House,215298,252
536,Youngblood,Angus & Julia Stone,Youngblood,232746,272
537,Bad Dream,The Jungle Giants,Quiet Ferocity,271840,318
538,Clair De Lune,"Flight Facilities, Christine Hoberg",Down to Earth,459835,538
539,Get With the Times,Matt Corby,Rainbow Valley,194624,228
540,Miracle Love,Matt Corby,Rainbow Valley,262257,307
541,Elements,Matt Corby,Rainbow Valley,291488,341
542,Real Tight,Methyl Ethel,Real Tight,196324,230
543,Soaked,Bene,Soaked,241935,283
544,my boy,Billie Eilish,dont smile at me,170852,200
545,Sundress,A$AP Rocky,Sundress,158205,185
546,Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",Sunflower (Spider-Man: Into the Spider-Verse),158053,185
547,Better,Khalid,Suncity,229320,268
548,All The Pretty Girls,Vera Blue,All The Pretty Girls,202628,237
549,For The Record,Winston Surfshirt,For The Record,173452,203
550,We Are The People,Empire of the Sun,Walking On A Dream,267354,313
551,Deception Bay,Boo Seeka,Deception Bay – Single,189033,221
552,Join The Club,Hockey Dad,Blend Inn,197665,231
553,My Kind Of Woman,Mac DeMarco,2,190848,223
554,Honey Moon,Mac DeMarco,Honey Moon,157170,184
555,Peach Scone,Hobo Johnson,Peach Scone,212799,249
556,Ghost Town,"Kanye West, PARTYNEXTDOOR",ye,271386,318
557,Romeo & Juliet,Hobo Johnson,The Rise of Hobo Johnson,202284,237
558,Old Man,Stella Donnelly,Old Man,213137,249
559,Blue Lights,Jorja Smith,Lost & Found,250454,293
560,OTW,"Khalid, 6LACK, Ty Dolla $ign",OTW,263013,308
561,Party Pill,Cub Sport,Party Pill,176706,207
562,G.A.L.,"Touch Sensitive, Daniel Wilson",G.A.L.,211449,247
563,Pussy Is God,King Princess,Pussy Is God,205533,240
564,Sweet Release,Hockey Dad,Blend Inn,207430,243
565,This Boys In Love,The Presets,Apocalypso (Deluxe),251986,295
566,Never Ever (feat. Sarah),"The Rubens, Sarah",LO LA RU,199786,234
567,Burning,Maggie Rogers,Heard It In A Past Life,213173,249
568,Drink Too Much,G Flip,Drink Too Much,220627,258
569,Dinosaurs,Ruby Fields,Dinosaurs,233359,273
570,Foreign Language - Flight Facilities Extended Mix,"Flight Facilities, Jess",Foreign Language Remixes,359013,420
571,Who Hurt You?,Daniel Caesar,Who Hurt You?,231964,271
572,On My Knees,Middle Kids,Lost Friends,214106,251
573,Pretty Little Fears (feat. J. Cole),"6LACK, J. Cole",East Atlanta Love Letter,240341,281
574,Dog,"Andy Bull, Lisa Mitchell",The Phantom Pains EP,208760,244
575,The Heart Is a Muscle - Radio Edit,Gang of Youths,The Heart Is a Muscle (Radio Edit),214409,251
576,Money,Lime Cordiale,Money,238180,279
577,Luh You,Anderson .Paak,Venice,210720,247
578,Peach,Broods,Peach,255397,299
579,Drink Wine,Methyl Ethel,Everything Is Forgotten,270266,316
580,Idée Fixe,Methyl Ethel,Oh Inhuman Spectacle,217264,254
581,My Hands,Running Touch,My Hands,221120,259
582,Pretty Girl,Clairo,Pretty Girl,178352,209
583,By Myself,FIDLAR,By Myself,214640,251
584,Tieduprightnow,Parcels,Tieduprightnow,249956,292
585,Blur (feat. Foster The People),"MØ, Foster The People",Blur (feat. Foster The People),181961,213
586,Ruiner,Methyl Ethel,Triage,259926,304
587,Hip Horror,Methyl Ethel,Triage,236978,277
588,All the Elements,Methyl Ethel,Triage,263717,309
589,151 Rum,JID,DiCaprio 2,156780,183
590,New House,Rex Orange County,New House,199052,233
591,Stained Glass,Ocean Alley,Stained Glass,226346,265
592,Chasing Stars,"Alice Ivy, Bertie Blackman",I'm Dreaming,220586,258
593,Dope Calypso,Violent Soho,Hungry Ghost,304057,356
594,Tape Deck Sick,DMA'S,For Now,252134,295
595,Movies,Circa Waves,Movies / Be Somebody Good,202838,237
596,I Will Always Love You - triple j Like A Version,Parcels,I Will Always Love You (triple j Like A Version),233539,273
597,C.U.D.I - Can U Dig It,Cosmo's Midnight,C.U.D.I (Can U Dig It),223981,262
598,Astronaut (Something About Your Love),Mansionair,Astronaut (Something About Your Love),202694,237
599,When I'm Around You,Running Touch,When I’m Around You,203782,238
600,Rough Soul (feat. April George),"GoldLink, April George",Rough Soul (feat. April George),181025,212
601,Lost In My Mind,RÜFÜS DU SOL,Solace,262906,308
602,Johnny Run Away,Tones And I,Johnny Run Away,193450,226
603,wish you were gay,Billie Eilish,wish you were gay,221543,259
604,Sanity,Nick Murphy,Sanity,214476,251
605,Only You (feat. Tame Impala),"Theophilus London, Tame Impala",Only You (feat. Tame Impala),215446,252
606,Paradise,Skegss,My Own Mess,185074,217
607,You Were Right,Julia Jacklin,Crushing,142386,167
608,Sweet Talking,Mosquito Coast,Sweet Talking,170933,200
609,Whiplash (feat. Tame Impala),"Theophilus London, Tame Impala",Whiplash (feat. Tame Impala),170964,200
610,Mosquito,Stella Donnelly,Beware of the Dogs,191744,224
611,Alien Boy,Oliver Tree,Alien Boy EP,163524,191
612,Further Than The Planes Fly,Eves Karydas,Further Than The Planes Fly,178500,209
613,Cry Me A River - triple j Like A Version,Methyl Ethel,Cry Me A River (triple j Like A Version),307533,360
614,Brighter,RÜFÜS DU SOL,Bloom,281084,329
615,Treat You Better,RÜFÜS DU SOL,Solace,273666,320
616,Underwater,RÜFÜS DU SOL,Solace,349893,409
617,No Place,RÜFÜS DU SOL,Solace,238920,280
618,REEL IT IN,Aminé,ONEPOINTFIVE,121346,142
619,Spring,"Flume, Eprom",Hi This Is Flume (Mixtape),217400,254
620,Hold On,Crooked Colours,Hold On,246813,289
621,11 Minutes (with Halsey feat. Travis Barker),"YUNGBLUD, Halsey, Travis Barker",11 Minutes (with Halsey feat. Travis Barker),239507,280
622,You're the Best,Wet,Don't You,177986,208
623,Jessica,"Major Lazer, Ezra Koenig",Free the Universe (Extended Version),253693,297
624,Egyptian Luvr (feat. Aminé and Dana Williams),"Rejjie Snow, Aminé, Dana Williams",Dear Annie,256613,300
625,Higher,Rihanna,ANTI (Deluxe),120626,141
626,Protection,Allday,Protection,213101,249
627,Friends,"Flume, Reo Cragun",Friends,223909,262
628,Where Angels Fear To Tread,Disclosure,Where Angels Fear To Tread,225906,264
629,my strange addiction,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",179889,210
630,8,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",173201,203
631,i love you,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",291796,341
632,bad guy,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",194087,227
633,ilomilo,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",156370,183
634,all the good girls go to hell,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",168839,198
635,SOS,GRAACE,Self Sabotage - EP,187546,219
636,Bad Vibes,K.Flay,Bad Vibes,185800,217
637,2all,Catfish and the Bottlemen,2all,188440,220
638,Animal,AURORA,Animal,215400,252
639,Lights & Music,Cut Copy,In Ghost Colours,277360,325
640,14U+14ME,The Presets,Hi Viz,294133,344
641,Do What You Want,The Presets,Hi Viz,181133,212
642,Ghosts,The Presets,Pacifica (Deluxe),209040,245
643,Boys Will Be Bugs,Cavetown,Animal Kingdom: Comet,329049,385
644,Hospitalized,Broods,Don't Feed The Pop Monster,176672,207
645,Magnolia - triple j Like A Version,Odette,To A Stranger,235080,275
646,Tricks,Stella Donnelly,Beware of the Dogs,247004,289
647,All Of Our Yesterdays,Mac DeMarco,All Of Our Yesterdays,243659,285
648,when the party's over - triple j Like A Version,Cub Sport,when the party's over (triple j Like A Version),213182,249
649,Clumsy Love,Thelma Plum,Clumsy Love,187640,220
650,Borderline,Tame Impala,Borderline,274293,321
651,Patience,Tame Impala,Patience,292267,342
652,American Problem,Kevin Abstract,ARIZONA BABY,191302,224
653,Big City Life,Mattafix,Signs Of A Struggle,240893,282
654,TOKYO,BROCKHAMPTON,SATURATION II,192126,225
655,Peach,Kevin Abstract,ARIZONA BABY,176732,207
656,Loner,Kali Uchis,Por Vida,212000,248
657,Step,Vampire Weekend,Modern Vampires of the City,251626,294
658,Everything Now,Arcade Fire,Everything Now,303013,355
659,Baby Boy,Kevin Abstract,Ghettobaby,211668,248
660,Just A Stranger (feat. Steve Lacy),"Kali Uchis, Steve Lacy",Isolation,177697,208
661,4EVER - triple j Like A Version,San Cisco,4EVER (triple j Like A Version),195971,229
662,Jewel,Flume,Hi This Is Flume (Mixtape),193732,227
663,Sundown Syndrome,Tame Impala,Sundown Syndrome / Remember Me,349333,409
664,Adolescent,Jack River,Adolescent,164533,193
665,Starlight,SAFIA,Starlight,242747,284
666,xanny,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",243725,285
667,party favor,Billie Eilish,dont smile at me,204770,240
668,Drew Barrymore,SZA,Ctrl,231400,271
669,Speak Of The Devil,Hermitude,HyperParadise,202920,237
670,Starlight (Radio Edit),"The Supermen Lovers, Mani Hoffman",Starlight - EP,234400,274
671,Hey You,DOPE LEMON,Hey You,278386,326
672,Two Ghosts,Harry Styles,Harry Styles,229813,269
673,High By The Beach,Lana Del Rey,Honeymoon,257573,301
674,Pink Matter,"Frank Ocean, André 3000",channel ORANGE (Explicit Version),268813,315
675,Do I Need You Now?,DMA'S,For Now,283846,332
676,In The Air,DMA'S,For Now,241318,282
677,In My Arms,Tyne-James Organ,In My Arms,227760,266
678,Pilot Jones,Frank Ocean,channel ORANGE (Explicit Version),184080,215
679,Baby I'm Yours,"Breakbot, Irfane",Baby I'm Yours,215786,252
680,Apocalypse Dreams,Tame Impala,Lonerism,356946,418
681,'Cause I'm A Man,Tame Impala,Currents,241986,283
682,Novacaine and Coca Cola,Nick Murphy,Run Fast Sleep Naked,391115,458
683,Good Guy,Julia Jacklin,Crushing,251880,295
684,The End,DMA'S,For Now,264595,310
685,Instant Crush (feat. Julian Casablancas),"Daft Punk, Julian Casablancas",Random Access Memories,337560,395
686,Love Is Lost,Summer Thieves,Warped,243881,285
687,Exits,Foals,Part 1 Everything Not Saved Will Be Lost,357419,418
688,Harry Takes Drugs on the Weekend,Nick Murphy,Run Fast Sleep Naked,221610,259
689,Preoccupied,Mac DeMarco,Here Comes The Cowboy,239645,280
690,Choo Choo,Mac DeMarco,Here Comes The Cowboy,159469,187
691,On The Square,Mac DeMarco,Here Comes The Cowboy,209393,245
692,Lungs,"Allday, Fossa Beats",Lungs,176449,206
693,Hunnybee,Unknown Mortal Orchestra,Sex & Food,268333,314
694,Don't Let The Kids Win,Julia Jacklin,Don't Let The Kids Win,242511,284
695,Cane Shuga,Glass Animals,How To Be A Human Being,196570,230
696,Break,Jack Larsen,Push-Ups,277856,325
697,The Love Club,Lorde,Pure Heroine (Extended),201433,236
698,EARFQUAKE,"Tyler, The Creator",IGOR,190066,222
699,Sierra Leone,Frank Ocean,channel ORANGE (Explicit Version),148760,174
700,RUNNING OUT OF TIME,"Tyler, The Creator",IGOR,177226,207
701,I THINK,"Tyler, The Creator",IGOR,212013,248
702,Daisy Chains,Will Joseph Cook,You Jump I Run EP,231267,271
703,Icon,Jaden,SYRE,220995,259
704,Bruise,Ryan Beatty,Boy in Jeans,237055,277
705,"Bitch, Don’t Kill My Vibe",Kendrick Lamar,"good kid, m.A.A.d city",310720,364
706,Innerbloom,RÜFÜS DU SOL,Bloom,578040,676
707,I Am What You Want Me to Be,The Jungle Giants,Learn to Exist,204986,240
708,Evil Spider,BENEE,Evil Spider,153146,179
709,Cupid,Ryan Beatty,Boy in Jeans,175324,205
710,Lose Yourself to Dance (feat. Pharrell Williams),"Daft Punk, Pharrell Williams",Random Access Memories,353893,414
711,Rollerblades,Dominic Fike,Rollerblades,134066,157
712,Açaí Bowl,Dominic Fike,Açaí Bowl,177400,208
713,Youth,Daughter,If You Leave,253013,296
714,I'm Just Snacking,Gus Dapperton,I'm Just Snacking,198116,232
715,Coax & Botany,Gus Dapperton,Where Polly People Go to Read,173742,203
716,Grizzly Bear,Angus & Julia Stone,Angus & Julia Stone (Special Edition),248526,291
717,"Prune, You Talk Funny",Gus Dapperton,"Prune, You Talk Funny",212701,249
718,Let You Know,"Flume, London Grammar",Let You Know,199579,234
719,Something New,Tyne-James Organ,Something New,210620,246
720,Fill Me Up Anthem,Gus Dapperton,Where Polly People Go to Read,276870,324
721,Salt & Pepper,DOPE LEMON,Salt & Pepper,328626,384
722,D.D.,The Weeknd,Trilogy,275493,322
723,Tranquility Base Hotel & Casino,Arctic Monkeys,Tranquility Base Hotel & Casino,212093,248
724,Four Out Of Five,Arctic Monkeys,Tranquility Base Hotel & Casino,312346,365
725,Why Won't You Make Up Your Mind?,Tame Impala,InnerSpeaker,199093,233
726,My Favorite Fish,Gus Dapperton,My Favorite Fish,215675,252
727,Mango Tree,Angus & Julia Stone,Memories Of An Old Friend,225106,263
728,Phone Numbers,"Dominic Fike, Kenny Beats",Phone Numbers,146826,172
729,"Dance, Baby!",boy pablo,Roy Pablo,198000,232
730,World Class Cinema,Gus Dapperton,Where Polly People Go to Read,199148,233
731,Lonely Hands - Julia's Version Of Just A Boy,Angus & Julia Stone,Memories Of An Old Friend,226853,265
732,Be Above It,Tame Impala,Lonerism,201960,236
733,Sunflower (feat. Steve Lacy),"Vampire Weekend, Steve Lacy",Father of the Bride,137600,161
734,Stella,San Cisco,San Cisco,166306,195
735,Island In The Sun,Weezer,Weezer (Green Album),200306,234
736,BOY BYE,BROCKHAMPTON,BOY BYE,142181,166
737,When Am I Gonna Lose You,Local Natives,Violet Street,264213,309
738,Teach Me About Dying,Holy Holy,Teach Me About Dying,205383,240
739,dead girl in the pool.,girl in red,dead girl in the pool.,186642,218
740,Yes I'm Changing,Tame Impala,Currents,270680,317
741,Disciples,Tame Impala,Currents,108546,127
742,No Ordinary Life,Matt Corby,Rainbow Valley,238875,279
743,Dark Red,Steve Lacy,Dark Red,173104,203
744,C U Girl,Steve Lacy,C U Girl,129697,152
745,Blood,The Middle East,Recordings Of The Middle East,326920,382
746,Charlie,Mallrat,Charlie,190763,223
747,Love and War (feat. David Le'aupepe),"Thelma Plum, David Le'aupepe",Better in Blak,208466,244
748,Quits,"Flume, Reo Cragun",Quits,152036,178
749,No Waves,FIDLAR,FIDLAR,133946,157
750,Sister,K.Flay,Solutions,205066,240
751,Little Lies,Fleetwood Mac,Greatest Hits,218040,255
752,Stronger Than Me,Amy Winehouse,AMY (Original Motion Picture Soundtrack),214493,251
753,ARE WE STILL FRIENDS?,"Tyler, The Creator",IGOR,265480,311
754,Do You Remember,"Chance the Rapper, Death Cab for Cutie",The Big Day,236685,277
755,Crocodile Rock,Elton John,Don't Shoot Me I'm Only The Piano Player,235440,275
756,I Touch Myself,Julia Stone,Spotify Sessions,273476,320
757,Waves - Acoustic,Dean Lewis,Waves (Acoustic),248176,290
758,Monday,Matt Corby,Telluric,248693,291
759,Naturally,Lime Cordiale,Permanent Vacation,170831,200
760,Stuck In Orbit (feat. BUOY),"What So Not, BUOY",Not All The Beautiful Things,325626,381
761,Feels Like Summer,Childish Gambino,Summer Pack,297404,348
762,Restless,"Allday, The Veronicas",Starry Night over the Phone,192791,226
763,Trouble,Ruby Fields,Permanent Hermit,144280,169
764,P Plates,Ruby Fields,P Plates,207433,243
765,The Moment,Tame Impala,Currents,255413,299
766,Gossip,Tame Impala,Currents,55413,65
767,"New Person, Same Old Mistakes",Tame Impala,Currents,363240,425
768,Too Proud,Broods,Don't Feed The Pop Monster,189725,222
769,Friday I'm In Love,The Cure,Wish,215160,252
770,Baby Blue,King Krule,6 Feet Beneath the Moon,215506,252
771,Don’t Delete The Kisses,Wolf Alice,Visions Of A Life,275224,322
772,Snap Out Of It,Arctic Monkeys,AM,193030,226
773,Have It All (feat. Age.Sex.Location),"Cosmo's Midnight, ASL",Have It All (feat. Age.Sex.Location),205478,240
774,Heavy Hearted,The Jungle Giants,Heavy Hearted,256581,300
775,Talk It Out,"Matt Corby, Tash Sultana",Talk It Out,190726,223
776,Mind Mischief,Tame Impala,Lonerism,271880,318
777,Past Life,Tame Impala,Currents,228040,267
778,Love/Paranoia,Tame Impala,Currents,185773,217
779,Alter Ego,Tame Impala,InnerSpeaker,287906,337
780,Why Won't They Talk To Me?,Tame Impala,Lonerism,286093,335
781,Seabird,Alessi Brothers,Late Night Tales: Metronomy,233426,273
782,Somebody That I Used To Know,"Gotye, Kimbra",Making Mirrors,244893,287
783,Circles,George Alice,Circles,184144,215
784,A-Punk,Vampire Weekend,Vampire Weekend,137760,161
785,CYANIDE,Daniel Caesar,CASE STUDY 01,194959,228
786,LOVE AGAIN,"Daniel Caesar, Brandy",CASE STUDY 01,214277,251
787,FRONTAL LOBE MUZIK,"Daniel Caesar, Pharrell Williams",CASE STUDY 01,229401,268
788,Laps Around The Sun,Ziggy Alberts,Laps Around The Sun,206166,241
789,GINGER,BROCKHAMPTON,GINGER,234173,274
790,The Subway Song,Delacey,The Subway Song,241853,283
791,Life Goes On,E^ST,Life Goes On,210455,246
792,The Real Thing,Client Liaison,The Real Thing,268508,314
793,Circles,"Mallrat, Fossa Beats",Driving Music,214338,251
794,When I Get My Braces Off,Mallrat,Driving Music,138840,162
795,Stay,Mallrat,Driving Music,183559,215
796,The Way That You Love Me,Vera Blue,The Way That You Love Me,216849,254
797,Hit the Road Jack,Ray Charles,Georgia On My Mind,118266,138
798,Like Me,"Steve Lacy, DAISY",Apollo XXI,544026,637
799,NO HALO,BROCKHAMPTON,GINGER,259746,304
800,"Moodna, Once With Grace",Gus Dapperton,"Moodna, Once With Grace",198014,232
801,"Gum, Toe and Sole",Gus Dapperton,Yellow and Such,233589,273
802,Ditch,Gus Dapperton,Ditch,210233,246
803,10-Oct,Rex Orange County,10-Oct,146102,171
804,Dance The Way I Feel,Ou Est Le Swimming Pool,Dance The Way I Feel,208333,244
805,Trip the Mains,Methyl Ethel,Triage,229172,268
806,SUGAR,BROCKHAMPTON,GINGER,204533,239
807,Lonely Boys Paradise,DOPE LEMON,Smooth Big Cat,305066,357
808,Me And Your Mama,Childish Gambino,Awaken,1,0
809,I Touch Myself,Divinyls,Divinyls,227640,266
810,I’ll Get By,Tyne-James Organ,Persevere,181581,212
811,Say No More,Tyne-James Organ,Persevere,281617,329
812,Rushing Back,"Flume, Vera Blue",Rushing Back,231663,271
813,So Good At Being in Trouble,Unknown Mortal Orchestra,II,230146,269
814,Robbery,Lime Cordiale,Robbery,223233,261
815,Psycho,"slowthai, Denzel Curry",Psycho,173177,203
816,FFunny FFriends,Unknown Mortal Orchestra,Unknown Mortal Orchestra,256839,301
817,Backflip,Love Fame Tragedy,Backflip,186253,218
818,The greatest,Lana Del Rey,Norman Fucking Rockwell!,300360,351
819,Keep On Lying,Tame Impala,Lonerism,353933,414
820,Trouble,Cage The Elephant,Tell Me I'm Pretty,225973,264
821,Avant Gardener,Courtney Barnett,The Double EP : A Sea Of Split Peas,312226,365
822,Loveleen,Rejjie Snow,Rejovich,170661,200
823,Your Hand Holding Mine,Yellow Days,Harmless Melodies,250633,293
824,Somebody Else,The 1975,"I like it when you sleep, for you are so beautiful yet so unaware of it",347525,407
825,Warm Foothills,alt-J,This Is All Yours,225013,263
826,Lay Me Down,Steve Lacy,Apollo XXI,183074,214
